"S.
No",District,Assembly constituency,Corporation/Municipality,Ward Number,Male,Female,Other,Total Voters,parliament constituency,5243023,AC Reservation
1857,Nizamabad,Bodhan,Bodhan Municipality,11,900,967,0,1867,Nizamabad,,
1858,Nizamabad,Bodhan,Bodhan Municipality,12,920,981,0,1901,Nizamabad,,
1859,Nizamabad,Bodhan,Bodhan Municipality,13,820,906,0,1726,Nizamabad,,
1860,Nizamabad,Bodhan,Bodhan Municipality,14,877,928,0,1805,Nizamabad,,
1861,Nizamabad,Bodhan,Bodhan Municipality,15,787,893,0,1680,Nizamabad,,
1862,Nizamabad,Bodhan,Bodhan Municipality,16,788,881,0,1669,Nizamabad,,
1863,Nizamabad,Bodhan,Bodhan Municipality,17,955,1042,0,1997,Nizamabad,,
1864,Nizamabad,Bodhan,Bodhan Municipality,18,790,890,0,1680,Nizamabad,,
1865,Nizamabad,Bodhan,Bodhan Municipality,19,714,702,0,1416,Nizamabad,,
1866,Nizamabad,Bodhan,Bodhan Municipality,20,937,921,0,1858,Nizamabad,,
1867,Nizamabad,Bodhan,Bodhan Municipality,21,916,969,0,1885,Nizamabad,,
1868,Nizamabad,Bodhan,Bodhan Municipality,22,882,891,0,1773,Nizamabad,,
1869,Nizamabad,Bodhan,Bodhan Municipality,23,968,1031,0,1999,Nizamabad,,
1870,Nizamabad,Bodhan,Bodhan Municipality,24,771,841,0,1612,Nizamabad,,
1871,Nizamabad,Bodhan,Bodhan Municipality,25,952,976,0,1928,Nizamabad,,
1872,Nizamabad,Bodhan,Bodhan Municipality,26,884,859,0,1743,Nizamabad,,
1873,Nizamabad,Bodhan,Bodhan Municipality,27,880,997,0,1877,Nizamabad,,
1874,Nizamabad,Bodhan,Bodhan Municipality,28,928,999,0,1927,Nizamabad,,
1875,Nizamabad,Bodhan,Bodhan Municipality,29,741,882,0,1623,Nizamabad,,
1876,Nizamabad,Bodhan,Bodhan Municipality,30,951,1020,0,1971,Nizamabad,,
1877,Nizamabad,Bodhan,Bodhan Municipality,31,694,780,0,1474,Nizamabad,,
1878,Nizamabad,Bodhan,Bodhan Municipality,32,876,850,0,1726,Nizamabad,,
1879,Nizamabad,Bodhan,Bodhan Municipality,33,713,819,0,1532,Nizamabad,,
1880,Nizamabad,Bodhan,Bodhan Municipality,34,1101,1164,0,2265,Nizamabad,,
1881,Nizamabad,Bodhan,Bodhan Municipality,35,861,935,0,1796,Nizamabad,,
1882,Nizamabad,Bodhan,Bodhan Municipality,36,898,929,0,1827,Nizamabad,,
1883,Nizamabad,Bodhan,Bodhan Municipality,37,830,813,0,1643,Nizamabad,,
1884,Nizamabad,Bodhan,Bodhan Municipality,38,841,813,0,1654,Nizamabad,,
1885,Peddapalli,Ramagundam,Ramagundam Corp.,1,1698,1727,0,3425,Peddapalle,,
1886,Peddapalli,Ramagundam,Ramagundam Corp.,2,1336,1393,0,2729,Peddapalle,,
1887,Peddapalli,Ramagundam,Ramagundam Corp.,3,1236,1323,0,2559,Peddapalle,,
1888,Peddapalli,Ramagundam,Ramagundam Corp.,4,1400,1325,0,2725,Peddapalle,,
1889,Peddapalli,Ramagundam,Ramagundam Corp.,5,1500,1438,1,2939,Peddapalle,,
1890,Peddapalli,Ramagundam,Ramagundam Corp.,6,1295,1333,0,2628,Peddapalle,,
1891,Peddapalli,Ramagundam,Ramagundam Corp.,7,1816,1729,0,3545,Peddapalle,,
1892,Peddapalli,Ramagundam,Ramagundam Corp.,8,1413,1482,6,2901,Peddapalle,,
1893,Peddapalli,Ramagundam,Ramagundam Corp.,9,1674,1825,0,3499,Peddapalle,,
1894,Peddapalli,Ramagundam,Ramagundam Corp.,10,1770,1811,1,3582,Peddapalle,,
1895,Peddapalli,Ramagundam,Ramagundam Corp.,11,1675,1779,5,3459,Peddapalle,,
1896,Peddapalli,Ramagundam,Ramagundam Corp.,12,1405,1421,0,2826,Peddapalle,,
1897,Peddapalli,Ramagundam,Ramagundam Corp.,13,1447,1454,0,2901,Peddapalle,,
1898,Peddapalli,Ramagundam,Ramagundam Corp.,14,1854,1792,0,3646,Peddapalle,,
1899,Peddapalli,Manthani,Ramagundam Corp.,15,1553,1451,0,3004,Peddapalle,,
1900,Peddapalli,Ramagundam,Ramagundam Corp.,16,1636,1444,0,3080,Peddapalle,,
1901,Peddapalli,Ramagundam,Ramagundam Corp.,17,1956,1749,0,3705,Peddapalle,,
1902,Peddapalli,Ramagundam,Ramagundam Corp.,18,1412,1324,0,2736,Peddapalle,,
1903,Peddapalli,Ramagundam,Ramagundam Corp.,19,1247,1300,0,2547,Peddapalle,,
1904,Peddapalli,Ramagundam,Ramagundam Corp.,20,1825,1613,0,3438,Peddapalle,,
1905,Peddapalli,Ramagundam,Ramagundam Corp.,21,1341,1461,0,2802,Peddapalle,,
1906,Peddapalli,Ramagundam,Ramagundam Corp.,22,1058,1027,0,2085,Peddapalle,,
1907,Peddapalli,Ramagundam,Ramagundam Corp.,23,1677,1744,0,3421,Peddapalle,,
1908,Peddapalli,Ramagundam,Ramagundam Corp.,24,1341,1253,0,2594,Peddapalle,,
1909,Peddapalli,Ramagundam,Ramagundam Corp.,25,1292,1377,0,2669,Peddapalle,,
1910,Peddapalli,Ramagundam,Ramagundam Corp.,26,1246,1282,1,2529,Peddapalle,,
1911,Peddapalli,Ramagundam,Ramagundam Corp.,27,1461,1593,0,3054,Peddapalle,,
1912,Peddapalli,Ramagundam,Ramagundam Corp.,28,1351,1446,1,2798,Peddapalle,,
1913,Peddapalli,Ramagundam,Ramagundam Corp.,29,1239,1415,0,2654,Peddapalle,,
1914,Peddapalli,Ramagundam,Ramagundam Corp.,30,1591,1631,0,3222,Peddapalle,,
1915,Peddapalli,Ramagundam,Ramagundam Corp.,31,1460,1555,2,3017,Peddapalle,,
1916,Peddapalli,Ramagundam,Ramagundam Corp.,32,1422,1394,0,2816,Peddapalle,,
1917,Peddapalli,Ramagundam,Ramagundam Corp.,33,1484,1413,0,2897,Peddapalle,,
1918,Peddapalli,Ramagundam,Ramagundam Corp.,34,1402,1336,1,2739,Peddapalle,,
1919,Peddapalli,Ramagundam,Ramagundam Corp.,35,1403,1355,0,2758,Peddapalle,,
1920,Peddapalli,Ramagundam,Ramagundam Corp.,36,1698,1682,0,3380,Peddapalle,,
1921,Peddapalli,Ramagundam,Ramagundam Corp.,37,1553,1514,0,3067,Peddapalle,,
1922,Peddapalli,Ramagundam,Ramagundam Corp.,38,1759,1797,0,3556,Peddapalle,,
1923,Peddapalli,Ramagundam,Ramagundam Corp.,39,1302,1355,0,2657,Peddapalle,,
1924,Peddapalli,Ramagundam,Ramagundam Corp.,40,1239,1194,0,2433,Peddapalle,,
1925,Peddapalli,Ramagundam,Ramagundam Corp.,41,1647,1665,0,3312,Peddapalle,,
1926,Peddapalli,Ramagundam,Ramagundam Corp.,42,1988,2033,1,4022,Peddapalle,,
1927,Peddapalli,Ramagundam,Ramagundam Corp.,43,1307,1315,0,2622,Peddapalle,,
1928,Peddapalli,Ramagundam,Ramagundam Corp.,44,2135,2074,1,4210,Peddapalle,,
1929,Peddapalli,Ramagundam,Ramagundam Corp.,45,1423,1435,1,2859,Peddapalle,,
1930,Peddapalli,Ramagundam,Ramagundam Corp.,46,1652,1747,0,3399,Peddapalle,,
1931,Peddapalli,Ramagundam,Ramagundam Corp.,47,1505,1424,0,2929,Peddapalle,,
1932,Peddapalli,Ramagundam,Ramagundam Corp.,48,1296,1340,2,2638,Peddapalle,,
1933,Peddapalli,Ramagundam,Ramagundam Corp.,49,1444,1407,1,2852,Peddapalle,,
1934,Peddapalli,Ramagundam,Ramagundam Corp.,50,1617,1630,1,3248,Peddapalle,,
1935,Peddapalli,Ramagundam,Ramagundam Corp.,51,1584,1491,0,3075,Peddapalle,,
1936,Peddapalli,Ramagundam,Ramagundam Corp.,52,1422,1397,0,2819,Peddapalle,,
1937,Peddapalli,Ramagundam,Ramagundam Corp.,53,1373,1418,0,2791,Peddapalle,,
1938,Peddapalli,Ramagundam,Ramagundam Corp.,54,1525,1561,0,3086,Peddapalle,,
1939,Peddapalli,Ramagundam,Ramagundam Corp.,55,1699,1631,3,3333,Peddapalle,,
1940,Peddapalli,Ramagundam,Ramagundam Corp.,56,1960,1870,1,3831,Peddapalle,,
1941,Peddapalli,Ramagundam,Ramagundam Corp.,57,1535,1564,0,3099,Peddapalle,,
1942,Peddapalli,Ramagundam,Ramagundam Corp.,58,1562,1678,0,3240,Peddapalle,,
1943,Peddapalli,Ramagundam,Ramagundam Corp.,59,1656,1722,1,3379,Peddapalle,,
1944,Peddapalli,Ramagundam,Ramagundam Corp.,60,1644,1639,0,3283,Peddapalle,,
1945,Peddapalli,Manthani,Manthani Municipality,1,673,653,0,1326,Peddapalle,,
1946,Peddapalli,Manthani,Manthani Municipality,2,509,545,0,1054,Peddapalle,,
1947,Peddapalli,Manthani,Manthani Municipality,3,550,539,0,1089,Peddapalle,,
1948,Peddapalli,Manthani,Manthani Municipality,4,505,558,0,1063,Peddapalle,,
1949,Peddapalli,Manthani,Manthani Municipality,5,476,539,0,1015,Peddapalle,,
1950,Peddapalli,Manthani,Manthani Municipality,6,481,570,1,1052,Peddapalle,,
1951,Peddapalli,Manthani,Manthani Municipality,7,496,598,0,1094,Peddapalle,,
1952,Peddapalli,Manthani,Manthani Municipality,8,576,570,0,1146,Peddapalle,,
1953,Peddapalli,Manthani,Manthani Municipality,9,518,571,0,1089,Peddapalle,,
1954,Peddapalli,Manthani,Manthani Municipality,10,545,568,0,1113,Peddapalle,,
1955,Peddapalli,Manthani,Manthani Municipality,11,580,624,0,1204,Peddapalle,,
1956,Peddapalli,Manthani,Manthani Municipality,12,535,553,0,1088,Peddapalle,,
1957,Peddapalli,Manthani,Manthani Municipality,13,505,564,0,1069,Peddapalle,,
1958,Peddapalli,Peddapalle,Peddapalli Municipality,1,569,619,0,1188,Peddapalle,,
1959,Peddapalli,Peddapalle,Peddapalli Municipality,2,691,664,0,1355,Peddapalle,,
1960,Peddapalli,Peddapalle,Peddapalli Municipality,3,662,632,0,1294,Peddapalle,,
1961,Peddapalli,Peddapalle,Peddapalli Municipality,4,535,566,0,1101,Peddapalle,,
1962,Peddapalli,Peddapalle,Peddapalli Municipality,5,869,844,0,1713,Peddapalle,,
1963,Peddapalli,Peddapalle,Peddapalli Municipality,6,551,518,0,1069,Peddapalle,,
1964,Peddapalli,Peddapalle,Peddapalli Municipality,7,607,617,0,1224,Peddapalle,,
1965,Peddapalli,Peddapalle,Peddapalli Municipality,8,650,724,0,1374,Peddapalle,,
1966,Peddapalli,Peddapalle,Peddapalli Municipality,9,721,716,0,1437,Peddapalle,,
1967,Peddapalli,Peddapalle,Peddapalli Municipality,10,751,779,0,1530,Peddapalle,,
1968,Peddapalli,Peddapalle,Peddapalli Municipality,11,917,866,0,1783,Peddapalle,,
1969,Peddapalli,Peddapalle,Peddapalli Municipality,12,565,539,0,1104,Peddapalle,,
1970,Peddapalli,Peddapalle,Peddapalli Municipality,13,513,559,0,1072,Peddapalle,,
1971,Peddapalli,Peddapalle,Peddapalli Municipality,14,561,555,0,1116,Peddapalle,,
1972,Peddapalli,Peddapalle,Peddapalli Municipality,15,489,537,0,1026,Peddapalle,,
1973,Peddapalli,Peddapalle,Peddapalli Municipality,16,487,490,0,977,Peddapalle,,
1974,Peddapalli,Peddapalle,Peddapalli Municipality,17,542,542,0,1084,Peddapalle,,
1975,Peddapalli,Peddapalle,Peddapalli Municipality,18,604,617,0,1221,Peddapalle,,
1976,Peddapalli,Peddapalle,Peddapalli Municipality,19,626,663,0,1289,Peddapalle,,
1977,Peddapalli,Peddapalle,Peddapalli Municipality,20,487,517,0,1004,Peddapalle,,
1978,Peddapalli,Peddapalle,Peddapalli Municipality,21,562,545,0,1107,Peddapalle,,
1979,Peddapalli,Peddapalle,Peddapalli Municipality,22,513,513,2,1028,Peddapalle,,
1980,Peddapalli,Peddapalle,Peddapalli Municipality,23,494,516,0,1010,Peddapalle,,
1981,Peddapalli,Peddapalle,Peddapalli Municipality,24,517,505,0,1022,Peddapalle,,
1982,Peddapalli,Peddapalle,Peddapalli Municipality,25,552,529,0,1081,Peddapalle,,
1983,Peddapalli,Peddapalle,Peddapalli Municipality,26,565,601,0,1166,Peddapalle,,
1984,Peddapalli,Peddapalle,Peddapalli Municipality,27,581,621,0,1202,Peddapalle,,
1985,Peddapalli,Peddapalle,Peddapalli Municipality,28,591,597,0,1188,Peddapalle,,
1986,Peddapalli,Peddapalle,Peddapalli Municipality,29,692,653,0,1345,Peddapalle,,
1987,Peddapalli,Peddapalle,Peddapalli Municipality,30,752,776,0,1528,Peddapalle,,
1988,Peddapalli,Peddapalle,Peddapalli Municipality,31,548,567,0,1115,Peddapalle,,
1989,Peddapalli,Peddapalle,Peddapalli Municipality,32,541,589,0,1130,Peddapalle,,
1990,Peddapalli,Peddapalle,Peddapalli Municipality,33,577,583,0,1160,Peddapalle,,
1991,Peddapalli,Peddapalle,Peddapalli Municipality,34,583,605,0,1188,Peddapalle,,
1992,Peddapalli,Peddapalle,Peddapalli Municipality,35,541,636,0,1177,Peddapalle,,
1993,Peddapalli,Peddapalle,Peddapalli Municipality,36,654,727,0,1381,Peddapalle,,
1994,Peddapalli,Peddapalle,Sulthanabad Municipality,1,554,632,0,1186,Peddapalle,,
1995,Peddapalli,Peddapalle,Sulthanabad Municipality,2,598,575,0,1173,Peddapalle,,
1996,Peddapalli,Peddapalle,Sulthanabad Municipality,3,529,545,0,1074,Peddapalle,,
1997,Peddapalli,Peddapalle,Sulthanabad Municipality,4,567,575,0,1142,Peddapalle,,
1998,Peddapalli,Peddapalle,Sulthanabad Municipality,5,488,515,0,1003,Peddapalle,,
1999,Peddapalli,Peddapalle,Sulthanabad Municipality,6,522,574,0,1096,Peddapalle,,
2000,Peddapalli,Peddapalle,Sulthanabad Municipality,7,559,550,0,1109,Peddapalle,,
2001,Peddapalli,Peddapalle,Sulthanabad Municipality,8,518,521,0,1039,Peddapalle,,
2002,Peddapalli,Peddapalle,Sulthanabad Municipality,9,541,588,0,1129,Peddapalle,,
2003,Peddapalli,Peddapalle,Sulthanabad Municipality,10,553,592,0,1145,Peddapalle,,
2004,Peddapalli,Peddapalle,Sulthanabad Municipality,11,539,595,1,1135,Peddapalle,,
2005,Peddapalli,Peddapalle,Sulthanabad Municipality,12,617,612,0,1229,Peddapalle,,
2006,Peddapalli,Peddapalle,Sulthanabad Municipality,13,550,603,0,1153,Peddapalle,,
2007,Peddapalli,Peddapalle,Sulthanabad Municipality,14,506,514,0,1020,Peddapalle,,
2008,Peddapalli,Peddapalle,Sulthanabad Municipality,15,590,601,0,1191,Peddapalle,,
2009,Rajanna Sircilla,Sircilla,Sircilla Municipality,1,1164,1189,0,2353,Karimnagar,,
2010,Rajanna Sircilla,Sircilla,Sircilla Municipality,2,1222,1193,0,2415,Karimnagar,,
2011,Rajanna Sircilla,Sircilla,Sircilla Municipality,3,1146,1247,0,2393,Karimnagar,,
2012,Rajanna Sircilla,Sircilla,Sircilla Municipality,4,947,1006,0,1953,Karimnagar,,
2013,Rajanna Sircilla,Sircilla,Sircilla Municipality,5,985,1051,0,2036,Karimnagar,,
2014,Rajanna Sircilla,Sircilla,Sircilla Municipality,6,1055,1028,0,2083,Karimnagar,,
2015,Rajanna Sircilla,Sircilla,Sircilla Municipality,7,1060,1100,0,2160,Karimnagar,,
2016,Rajanna Sircilla,Sircilla,Sircilla Municipality,8,980,1059,0,2039,Karimnagar,,
2017,Rajanna Sircilla,Sircilla,Sircilla Municipality,9,1024,1057,0,2081,Karimnagar,,
2018,Rajanna Sircilla,Sircilla,Sircilla Municipality,10,953,994,0,1947,Karimnagar,,
2019,Rajanna Sircilla,Sircilla,Sircilla Municipality,11,980,1068,0,2048,Karimnagar,,
2020,Rajanna Sircilla,Sircilla,Sircilla Municipality,12,1071,1154,0,2225,Karimnagar,,
2021,Rajanna Sircilla,Sircilla,Sircilla Municipality,13,1091,1032,0,2123,Karimnagar,,
2022,Rajanna Sircilla,Sircilla,Sircilla Municipality,14,1079,1112,0,2191,Karimnagar,,
2023,Rajanna Sircilla,Sircilla,Sircilla Municipality,15,995,1118,0,2113,Karimnagar,,
2024,Rajanna Sircilla,Sircilla,Sircilla Municipality,16,1018,1144,0,2162,Karimnagar,,
2025,Rajanna Sircilla,Sircilla,Sircilla Municipality,17,975,1065,0,2040,Karimnagar,,
2026,Rajanna Sircilla,Sircilla,Sircilla Municipality,18,1015,1069,0,2084,Karimnagar,,
2027,Rajanna Sircilla,Sircilla,Sircilla Municipality,19,1056,1126,0,2182,Karimnagar,,
2028,Rajanna Sircilla,Sircilla,Sircilla Municipality,20,1063,1136,0,2199,Karimnagar,,
2029,Rajanna Sircilla,Sircilla,Sircilla Municipality,21,1192,1226,0,2418,Karimnagar,,
2030,Rajanna Sircilla,Sircilla,Sircilla Municipality,22,1101,1105,0,2206,Karimnagar,,
2031,Rajanna Sircilla,Sircilla,Sircilla Municipality,23,939,1008,0,1947,Karimnagar,,
2032,Rajanna Sircilla,Sircilla,Sircilla Municipality,24,1082,1068,0,2150,Karimnagar,,
2033,Rajanna Sircilla,Sircilla,Sircilla Municipality,25,1014,1060,0,2074,Karimnagar,,
2034,Rajanna Sircilla,Sircilla,Sircilla Municipality,26,976,1040,0,2016,Karimnagar,,
2035,Rajanna Sircilla,Sircilla,Sircilla Municipality,27,1101,1154,0,2255,Karimnagar,,
2036,Rajanna Sircilla,Sircilla,Sircilla Municipality,28,1012,1091,0,2103,Karimnagar,,
2037,Rajanna Sircilla,Sircilla,Sircilla Municipality,29,965,1032,0,1997,Karimnagar,,
2038,Rajanna Sircilla,Sircilla,Sircilla Municipality,30,1007,961,0,1968,Karimnagar,,
2039,Rajanna Sircilla,Sircilla,Sircilla Municipality,31,977,1002,0,1979,Karimnagar,,
2040,Rajanna Sircilla,Sircilla,Sircilla Municipality,32,987,1112,0,2099,Karimnagar,,
2041,Rajanna Sircilla,Sircilla,Sircilla Municipality,33,973,1059,0,2032,Karimnagar,,
2042,Rajanna Sircilla,Sircilla,Sircilla Municipality,34,925,1039,4,1968,Karimnagar,,
2043,Rajanna Sircilla,Sircilla,Sircilla Municipality,35,944,1061,0,2005,Karimnagar,,
2044,Rajanna Sircilla,Sircilla,Sircilla Municipality,36,979,1059,0,2038,Karimnagar,,
2045,Rajanna Sircilla,Sircilla,Sircilla Municipality,37,957,1006,2,1965,Karimnagar,,
2046,Rajanna Sircilla,Sircilla,Sircilla Municipality,38,962,988,0,1950,Karimnagar,,
2047,Rajanna Sircilla,Sircilla,Sircilla Municipality,39,970,992,0,1962,Karimnagar,,
2048,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,1,706,801,0,1507,Karimnagar,,
2049,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,2,583,659,0,1242,Karimnagar,,
2050,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,3,625,642,0,1267,Karimnagar,,
2051,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,4,544,562,0,1106,Karimnagar,,
2052,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,5,808,888,0,1696,Karimnagar,,
2053,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,6,692,756,0,1448,Karimnagar,,
2054,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,7,624,733,0,1357,Karimnagar,,
2055,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,8,754,811,0,1565,Karimnagar,,
2056,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,9,718,793,0,1511,Karimnagar,,
2057,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,10,625,675,0,1300,Karimnagar,,
2058,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,11,882,890,0,1772,Karimnagar,,
2059,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,12,798,856,0,1654,Karimnagar,,
2060,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,13,808,826,0,1634,Karimnagar,,
2061,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,14,677,847,0,1524,Karimnagar,,
2062,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,15,759,839,0,1598,Karimnagar,,
2063,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,16,686,660,1,1347,Karimnagar,,
2064,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,17,777,880,16,1673,Karimnagar,,
2065,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,18,674,698,0,1372,Karimnagar,,
2066,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,19,587,690,1,1278,Karimnagar,,
2067,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,20,773,856,0,1629,Karimnagar,,
2068,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,21,655,696,0,1351,Karimnagar,,
2069,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,22,697,769,0,1466,Karimnagar,,
2070,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,23,638,705,0,1343,Karimnagar,,
2071,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,24,739,770,0,1509,Karimnagar,,
2072,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,25,743,810,0,1553,Karimnagar,,
2073,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,26,634,663,0,1297,Karimnagar,,
2074,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,27,715,777,0,1492,Karimnagar,,
2075,Rajanna Sircilla,Vemulawada,Vemualawada Municipality,28,659,727,0,1386,Karimnagar,,
2076,Rangareddy,Kalwakurthy,Amangal Municipality,1,435,412,0,847,Nagarkurnool,,
2077,Rangareddy,Kalwakurthy,Amangal Municipality,2,446,471,0,917,Nagarkurnool,,
2078,Rangareddy,Kalwakurthy,Amangal Municipality,3,743,651,0,1394,Nagarkurnool,,
2079,Rangareddy,Kalwakurthy,Amangal Municipality,4,549,574,0,1123,Nagarkurnool,,
2080,Rangareddy,Kalwakurthy,Amangal Municipality,5,461,478,0,939,Nagarkurnool,,
2081,Rangareddy,Kalwakurthy,Amangal Municipality,6,781,818,0,1599,Nagarkurnool,,
2082,Rangareddy,Kalwakurthy,Amangal Municipality,7,467,489,0,956,Nagarkurnool,,
2083,Rangareddy,Kalwakurthy,Amangal Municipality,8,555,600,0,1155,Nagarkurnool,,
2084,Rangareddy,Kalwakurthy,Amangal Municipality,9,411,406,0,817,Nagarkurnool,,
2085,Rangareddy,Kalwakurthy,Amangal Municipality,10,645,613,0,1258,Nagarkurnool,,
2086,Rangareddy,Kalwakurthy,Amangal Municipality,11,772,706,0,1478,Nagarkurnool,,
2087,Rangareddy,Kalwakurthy,Amangal Municipality,12,570,591,0,1161,Nagarkurnool,,
2088,Rangareddy,Kalwakurthy,Amangal Municipality,13,578,595,0,1173,Nagarkurnool,,
2089,Rangareddy,Kalwakurthy,Amangal Municipality,14,524,573,0,1097,Nagarkurnool,,
2090,Rangareddy,Kalwakurthy,Amangal Municipality,15,538,532,0,1070,Nagarkurnool,,
2091,Rangareddy,Chevella,Chevella Municipality,1,652,585,0,1237,Chevella,,SC)
2092,Rangareddy,Chevella,Chevella Municipality,2,700,709,0,1409,Chevella,,SC)
2093,Rangareddy,Chevella,Chevella Municipality,3,762,759,0,1521,Chevella,,SC)
2094,Rangareddy,Chevella,Chevella Municipality,4,793,818,0,1611,Chevella,,SC)
2095,Rangareddy,Chevella,Chevella Municipality,5,607,674,0,1281,Chevella,,SC)
2096,Rangareddy,Chevella,Chevella Municipality,6,618,656,0,1274,Chevella,,SC)
2097,Rangareddy,Chevella,Chevella Municipality,7,646,646,0,1292,Chevella,,SC)
2098,Rangareddy,Chevella,Chevella Municipality,8,694,690,0,1384,Chevella,,SC)
2099,Rangareddy,Chevella,Chevella Municipality,9,605,616,0,1221,Chevella,,SC)
2100,Rangareddy,Chevella,Chevella Municipality,10,630,666,0,1296,Chevella,,SC)
2101,Rangareddy,Chevella,Chevella Municipality,11,640,659,0,1299,Chevella,,SC)
2102,Rangareddy,Chevella,Chevella Municipality,12,1081,1009,1,2091,Chevella,,SC)
2103,Rangareddy,Chevella,Chevella Municipality,13,722,739,0,1461,Chevella,,SC)
2104,Rangareddy,Chevella,Chevella Municipality,14,652,684,0,1336,Chevella,,SC)
2105,Rangareddy,Chevella,Chevella Municipality,15,624,631,0,1255,Chevella,,SC)
2106,Rangareddy,Chevella,Chevella Municipality,16,628,669,0,1297,Chevella,,SC)
2107,Rangareddy,Chevella,Chevella Municipality,17,761,814,0,1575,Chevella,,SC)
2108,Rangareddy,Chevella,Chevella Municipality,18,764,767,0,1531,Chevella,,SC)
2109,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,1,447,473,0,920,Bhongir,,
2110,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,2,569,604,0,1173,Bhongir,,
2111,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,3,576,629,0,1205,Bhongir,,
2112,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,4,485,518,0,1003,Bhongir,,
2113,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,5,466,485,0,951,Bhongir,,
2114,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,6,647,666,0,1313,Bhongir,,
2115,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,7,557,572,0,1129,Bhongir,,
2116,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,8,564,572,0,1136,Bhongir,,
2117,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,9,710,656,0,1366,Bhongir,,
2118,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,10,612,609,0,1221,Bhongir,,
2119,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,11,463,489,0,952,Bhongir,,
2120,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,12,444,422,0,866,Bhongir,,
2121,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,13,545,550,0,1095,Bhongir,,
2122,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,14,624,618,0,1242,Bhongir,,
2123,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,15,560,610,0,1170,Bhongir,,
2124,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,16,568,610,0,1178,Bhongir,,
2125,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,17,494,520,0,1014,Bhongir,,
2126,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,18,430,456,0,886,Bhongir,,
2127,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,19,546,613,0,1159,Bhongir,,
2128,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,20,611,646,0,1257,Bhongir,,
2129,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,21,467,503,0,970,Bhongir,,
2130,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,22,457,448,0,905,Bhongir,,
2131,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,23,461,477,0,938,Bhongir,,
2132,Rangareddy,Ibrahimpatnam,Ibrahimpatnam Municipality,24,438,506,0,944,Bhongir,,
2133,Rangareddy,Chevella,Moinabad Municipality,1,645,659,0,1304,Chevella,,SC)
2134,Rangareddy,Chevella,Moinabad Municipality,2,627,668,0,1295,Chevella,,SC)
2135,Rangareddy,Chevella,Moinabad Municipality,3,624,624,0,1248,Chevella,,SC)
2136,Rangareddy,Chevella,Moinabad Municipality,4,605,535,0,1140,Chevella,,SC)
2137,Rangareddy,Chevella,Moinabad Municipality,5,753,750,0,1503,Chevella,,SC)
2138,Rangareddy,Chevella,Moinabad Municipality,6,728,792,0,1520,Chevella,,SC)
