S.No.,District,Assembly constituency,Mandal,Gram Panchayat,No of Wards,Male,Female,Others,Total Voters,AC No.,GP reserved for
306,Adilabad,Boath,Neradigonda,Buddhikonda,8,294,325,0,619,8,UR (M/W)
307,Adilabad,Boath,Neradigonda,Buggaram,8,421,451,0,872,8,ST (M/W)
308,Adilabad,Boath,Neradigonda,Chinna Buggaram,8,349,359,0,708,8,ST (W)
309,Adilabad,Boath,Neradigonda,Darba Thanda,6,161,182,0,343,8,ST (M/W)
310,Adilabad,Boath,Neradigonda,Guthpala,8,297,330,0,627,8,ST (M/W)
311,Adilabad,Boath,Neradigonda,Ispur (Mathura Thanda),8,230,214,0,444,8,ST (W)
312,Adilabad,Boath,Neradigonda,Kishtapur,8,362,353,0,715,8,UR (M/W)
313,Adilabad,Boath,Neradigonda,Koratkal (B),8,292,293,0,585,8,UR (W)
314,Adilabad,Boath,Neradigonda,Kortikal (K),6,115,144,0,259,8,ST (M/W)
315,Adilabad,Boath,Neradigonda,Kumari,10,954,1043,0,1997,8,SC (M/W)
316,Adilabad,Boath,Neradigonda,Kuntala (Buzurg),6,107,108,0,215,8,ST (M/W)
317,Adilabad,Boath,Neradigonda,Kuntala (Kurd),8,279,309,0,588,8,ST (W)
318,Adilabad,Boath,Neradigonda,Lakhampur (G),8,231,275,0,506,8,ST (W)
319,Adilabad,Boath,Neradigonda,Lingatla,8,313,329,0,642,8,ST (M/W)
320,Adilabad,Boath,Neradigonda,Nagamalyal,8,150,170,0,320,8,ST (W)
321,Adilabad,Boath,Neradigonda,Narayanpur,8,291,296,0,587,8,ST (W)
322,Adilabad,Boath,Neradigonda,Neradigonda,12,1536,1575,0,3111,8,UR (W)
323,Adilabad,Boath,Neradigonda,Peechara,6,139,157,0,296,8,UR (W)
324,Adilabad,Boath,Neradigonda,Rajura,8,314,304,0,618,8,ST (M/W)
325,Adilabad,Boath,Neradigonda,Rollmamda,8,270,301,0,571,8,ST (M/W)
326,Adilabad,Boath,Neradigonda,Sawargaon (Road),8,191,213,0,404,8,UR (M/W)
327,Adilabad,Boath,Neradigonda,Tarnam-K,8,411,501,0,912,8,UR (W)
328,Adilabad,Boath,Neradigonda,Tejapur,8,506,578,0,1084,8,SC (W)
329,Adilabad,Boath,Neradigonda,Venkatapur,8,309,309,0,618,8,ST (M/W)
330,Adilabad,Boath,Neradigonda,Waddur,10,1010,1084,0,2094,8,UR (M/W)
331,Adilabad,Boath,Neradigonda,Wagdhari,8,437,478,0,915,8,ST (M/W)
332,Adilabad,Boath,Neradigonda,Wankidi,8,307,392,0,699,8,ST (W)
333,Adilabad,Boath,Neradigonda,Yapalguda,6,153,162,0,315,8,ST (M/W)
334,Adilabad,Khanapur,Sirikonda,Dharmasagar,6,183,176,0,359,6,ST (M/W)
335,Adilabad,Khanapur,Sirikonda,Fakirnayak Tanda,8,231,231,0,462,6,ST (W)
336,Adilabad,Boath,Sirikonda,Jendaguda,6,129,137,0,266,8,ST (W)
337,Adilabad,Khanapur,Sirikonda,Kannapur,8,263,264,0,527,6,ST (W)
338,Adilabad,Khanapur,Sirikonda,Kondapur,8,197,204,0,401,6,ST (M/W)
339,Adilabad,Boath,Sirikonda,Kuntaguda,6,179,186,0,365,8,ST (W)
340,Adilabad,Khanapur,Sirikonda,Lachimpur B,8,404,423,0,827,6,ST (M/W)
341,Adilabad,Boath,Sirikonda,Narayanpur,8,309,323,0,632,8,ST (W)
342,Adilabad,Boath,Sirikonda,Neradigonda (G),8,278,307,0,585,8,ST (W)
343,Adilabad,Khanapur,Sirikonda,Pochampally,8,366,384,0,750,6,ST (M/W)
344,Adilabad,Boath,Sirikonda,Ponna,8,535,514,0,1049,8,UR (W)
345,Adilabad,Boath,Sirikonda,Raiguda,6,130,146,0,276,8,ST (M/W)
346,Adilabad,Khanapur,Sirikonda,Rampur B,8,416,365,0,781,6,ST (M/W)
347,Adilabad,Khanapur,Sirikonda,Rimma,8,396,459,0,855,6,ST (W)
348,Adilabad,Boath,Sirikonda,Sirikonda,10,937,996,0,1933,8,UR (M/W)
349,Adilabad,Boath,Sirikonda,Soanpally,10,590,618,0,1208,8,SC (M/W)
350,Adilabad,Boath,Sirikonda,Sunkidi,8,357,410,0,767,8,UR (M/W)
351,Adilabad,Khanapur,Sirikonda,Waipet,8,531,571,0,1102,6,ST (M/W)
352,Adilabad,Boath,Sonala,Chintalbori,8,300,317,0,617,8,ST (M/W)
353,Adilabad,Boath,Sonala,Devulnayak Thanda,8,308,340,0,648,8,ST (M/W)
354,Adilabad,Boath,Sonala,Ghanpur,8,429,458,0,887,8,ST (W)
355,Adilabad,Boath,Sonala,Gurrala Thanda,8,361,330,0,691,8,SC (M/W)
356,Adilabad,Boath,Sonala,Guttapakka Thanda,8,292,311,0,603,8,UR (M/W)
357,Adilabad,Boath,Sonala,Keshavguda,6,159,174,0,333,8,ST (W)
358,Adilabad,Boath,Sonala,Kota (K),8,297,288,0,585,8,ST (W)
359,Adilabad,Boath,Sonala,Pardi (B),8,271,286,0,557,8,ST (W)
360,Adilabad,Boath,Sonala,Pardi (K),8,469,452,0,921,8,UR (M/W)
361,Adilabad,Boath,Sonala,Sakhera,8,556,543,0,1099,8,ST (M/W)
362,Adilabad,Boath,Sonala,Sonala,12,1677,1816,0,3493,8,UR (W)
363,Adilabad,Boath,Sonala,Wajar,6,174,196,0,370,8,ST (M/W)
364,Adilabad,Boath,Talamadugu,Arli -K,8,327,370,0,697,8,ST (W)
365,Adilabad,Boath,Talamadugu,Bharampur,10,1148,1110,0,2258,8,ST (M/W)
366,Adilabad,Boath,Talamadugu,Cherlapalli,8,209,240,0,449,8,ST (W)
367,Adilabad,Boath,Talamadugu,Devapur,10,1121,1215,0,2336,8,BC (M/W)
368,Adilabad,Boath,Talamadugu,Dorli,4,119,134,0,253,8,ST (W)
369,Adilabad,Boath,Talamadugu,Jhari,10,433,440,0,873,8,ST (W)
370,Adilabad,Boath,Talamadugu,Kajjarla,10,846,922,0,1768,8,UR (M/W)
371,Adilabad,Boath,Talamadugu,Kappardevi,8,258,267,0,525,8,ST (M/W)
372,Adilabad,Boath,Talamadugu,Khodad,10,711,764,0,1475,8,UR (W)
373,Adilabad,Boath,Talamadugu,Kosai,6,142,130,0,272,8,ST (W)
374,Adilabad,Boath,Talamadugu,Kothur,8,253,259,0,512,8,UR (M/W)
375,Adilabad,Boath,Talamadugu,Kuchulapur,10,1114,1187,0,2301,8,ST (M/W)
376,Adilabad,Boath,Talamadugu,Lachampur,8,220,243,0,463,8,ST (M/W)
377,Adilabad,Boath,Talamadugu,Laxmipur,8,333,380,0,713,8,ST (M/W)
378,Adilabad,Boath,Talamadugu,Lingi,8,590,622,0,1212,8,ST (M/W)
379,Adilabad,Boath,Talamadugu,Nandigaon,8,248,271,0,519,8,ST (M/W)
380,Adilabad,Boath,Talamadugu,Palasi -B,6,180,195,0,375,8,ST (M/W)
381,Adilabad,Boath,Talamadugu,Palle -B,8,393,412,0,805,8,UR (M/W)
382,Adilabad,Boath,Talamadugu,Palli -K,8,258,292,0,550,8,UR (W)
383,Adilabad,Boath,Talamadugu,Palsi -B Thanda,8,222,226,0,448,8,ST (W)
384,Adilabad,Boath,Talamadugu,Palsi K,6,142,156,0,298,8,ST (M/W)
385,Adilabad,Boath,Talamadugu,Punaguda,8,391,408,0,799,8,ST (M/W)
386,Adilabad,Boath,Talamadugu,Rathnapur,6,128,122,0,250,8,ST (W)
387,Adilabad,Boath,Talamadugu,Ruyyadi,10,745,769,0,1514,8,ST (M/W)
388,Adilabad,Boath,Talamadugu,Sakinapur,8,201,219,0,420,8,ST (W)
389,Adilabad,Boath,Talamadugu,Sunkidi,10,823,891,0,1714,8,SC (W)
390,Adilabad,Boath,Talamadugu,Talamadugu,10,1161,1255,0,2416,8,SC (M/W)
391,Adilabad,Boath,Talamadugu,Umdam,8,394,467,0,861,8,SC (M/W)
392,Adilabad,Boath,Talamadugu,Umri,8,371,410,0,781,8,ST (W)
393,Adilabad,Boath,Tamsi,Ambugaon,6,138,168,0,306,8,ST (M/W)
394,Adilabad,Boath,Tamsi,Atnamguda,6,133,139,0,272,8,UR (M/W)
395,Adilabad,Boath,Tamsi,Bandalnagapur,8,551,649,0,1200,8,SC (W)
396,Adilabad,Boath,Tamsi,Ghotkuri,8,457,523,0,980,8,BC (M/W)
397,Adilabad,Boath,Tamsi,Girgaon,8,279,300,0,579,8,UR (W)
398,Adilabad,Boath,Tamsi,Hasnapur,8,311,363,0,674,8,UR (M/W)
399,Adilabad,Boath,Tamsi,Jamidi,8,411,431,0,842,8,BC (M/W)
400,Adilabad,Boath,Tamsi,Khapparla,12,1242,1339,0,2581,8,UR (M/W)
401,Adilabad,Boath,Tamsi,Leemguda,6,167,157,0,324,8,ST (M/W)
402,Adilabad,Boath,Tamsi,Palodi,6,117,135,0,252,8,UR (W)
403,Adilabad,Boath,Tamsi,Ponnari,10,932,1062,0,1994,8,SC (M/W)
404,Adilabad,Boath,Tamsi,Sawargaon,8,231,261,0,492,8,UR (W)
405,Adilabad,Boath,Tamsi,Tamsi-B,10,1086,1214,0,2300,8,UR (M/W)
406,Adilabad,Boath,Tamsi,Waddadi,8,460,526,0,986,8,BC (W)
407,Adilabad,Khanapur,Indervelly,Anjee,8,438,451,0,889,6,ST (M/W)
408,Adilabad,Khanapur,Indervelly,Bikkutanda,8,346,333,0,679,6,ST (W)
409,Adilabad,Khanapur,Indervelly,Dasnapur,10,604,599,0,1203,6,ST (M/W)
410,Adilabad,Khanapur,Indervelly,Devapur,8,361,401,0,762,6,ST (W)
411,Adilabad,Khanapur,Indervelly,Dhanora B,10,938,909,0,1847,6,ST (W)
412,Adilabad,Khanapur,Indervelly,Dodanda,8,372,377,0,749,6,ST (W)
413,Adilabad,Khanapur,Indervelly,Dongargaon,8,366,379,0,745,6,ST (W)
414,Adilabad,Khanapur,Indervelly,Eshwarnagar,8,328,340,0,668,6,ST (W)
415,Adilabad,Khanapur,Indervelly,Gattepally,8,294,322,0,616,6,ST (W)
416,Adilabad,Khanapur,Indervelly,Ginnera,8,336,314,1,651,6,ST (M/W)
417,Adilabad,Khanapur,Indervelly,Gourapur,8,600,515,0,1115,6,ST (M/W)
418,Adilabad,Khanapur,Indervelly,Harkapur,8,443,455,0,898,6,ST (W)
419,Adilabad,Khanapur,Indervelly,Harkapur Tanda,8,264,295,0,559,6,ST (M/W)
420,Adilabad,Khanapur,Indervelly,Heerapur,8,509,561,0,1070,6,ST (W)
421,Adilabad,Khanapur,Indervelly,Indervelly B,14,3586,3663,1,7250,6,ST (M/W)
422,Adilabad,Khanapur,Indervelly,Keslapur,8,632,639,0,1271,6,ST (M/W)
423,Adilabad,Khanapur,Indervelly,Mallapur,8,604,561,0,1165,6,ST (W)
424,Adilabad,Khanapur,Indervelly,Markaguda,8,375,370,0,745,6,ST (W)
425,Adilabad,Khanapur,Indervelly,Mendapally,8,407,437,0,844,6,ST (M/W)
426,Adilabad,Khanapur,Indervelly,Muthnur,8,547,558,0,1105,6,ST (M/W)
427,Adilabad,Khanapur,Indervelly,Pipri,8,238,293,0,531,6,ST (M/W)
428,Adilabad,Khanapur,Indervelly,Pittabongaram,8,403,474,0,877,6,ST (M/W)
429,Adilabad,Khanapur,Indervelly,Samakka,8,383,355,0,738,6,ST (M/W)
430,Adilabad,Khanapur,Indervelly,Shankarguda,8,458,483,0,941,6,ST (W)
431,Adilabad,Khanapur,Indervelly,Tejapur,8,278,288,0,566,6,ST (M/W)
432,Adilabad,Khanapur,Indervelly,Tummaguda,8,322,304,0,626,6,ST (W)
433,Adilabad,Khanapur,Indervelly,Wadagaon,10,677,762,0,1439,6,ST (M/W)
434,Adilabad,Khanapur,Indervelly,Walgonda,8,417,467,0,884,6,ST (W)
435,Adilabad,Khanapur,Indervelly,Yemaikunta,8,507,511,1,1019,6,ST (M/W)
436,Adilabad,Khanapur,Utnoor,Babapur,8,203,201,1,405,6,ST (W)
437,Adilabad,Khanapur,Utnoor,Beersaipet,10,843,892,0,1735,6,ST (W)
438,Adilabad,Khanapur,Utnoor,Chanduri,10,668,710,0,1378,6,ST (W)
439,Adilabad,Khanapur,Utnoor,Cheruvuguda,8,307,304,0,611,6,ST (M/W)
440,Adilabad,Khanapur,Utnoor,Chintakarra,8,190,233,0,423,6,ST (M/W)
441,Adilabad,Khanapur,Utnoor,Danthanpally,10,738,795,0,1533,6,ST (W)
442,Adilabad,Khanapur,Utnoor,Dongachintha,8,277,275,0,552,6,ST (M/W)
443,Adilabad,Khanapur,Utnoor,Gangapur,8,538,507,0,1045,6,ST (M/W)
444,Adilabad,Khanapur,Utnoor,Ghanpur,8,456,517,0,973,6,ST (M/W)
445,Adilabad,Khanapur,Utnoor,Gonduguda-G,8,640,725,0,1365,6,ST (W)
446,Adilabad,Khanapur,Utnoor,Hasnapur,10,1207,1239,0,2446,6,ST (W)
447,Adilabad,Khanapur,Utnoor,Heerapur-J,8,396,428,0,824,6,ST (M/W)
448,Adilabad,Khanapur,Utnoor,Jaithramthanda,8,257,288,0,545,6,ST (M/W)
449,Adilabad,Khanapur,Utnoor,Kamaipet,8,322,354,0,676,6,ST (M/W)
450,Adilabad,Khanapur,Utnoor,Kannapur,8,322,341,0,663,6,ST (W)
451,Adilabad,Khanapur,Utnoor,Kummarithanda,8,445,427,0,872,6,ST (M/W)
452,Adilabad,Khanapur,Utnoor,Lakkaram,14,2074,2251,0,4325,6,ST (W)
453,Adilabad,Khanapur,Utnoor,Luxettipet,8,347,362,0,709,6,ST (W)
454,Adilabad,Khanapur,Utnoor,Marugudam,8,237,247,0,484,6,ST (M/W)
455,Adilabad,Khanapur,Utnoor,Mathadiguda,8,367,403,0,770,6,ST (M/W)
456,Adilabad,Khanapur,Utnoor,Naddamguda,8,608,584,0,1192,6,ST (W)
457,Adilabad,Khanapur,Utnoor,Nagapur,10,370,360,0,730,6,ST (W)
458,Adilabad,Khanapur,Utnoor,Narsapur-B,10,987,958,0,1945,6,ST (M/W)
459,Adilabad,Khanapur,Utnoor,Narsapur-J,8,177,159,0,336,6,ST (M/W)
460,Adilabad,Khanapur,Utnoor,Pulimadugu,8,495,508,0,1003,6,ST (W)
461,Adilabad,Khanapur,Utnoor,Sakera-B,8,234,236,0,470,6,ST (M/W)
462,Adilabad,Khanapur,Utnoor,Sakera-J,8,229,251,0,480,6,ST (W)
463,Adilabad,Khanapur,Utnoor,Salewada-B,8,509,476,0,985,6,ST (M/W)
464,Adilabad,Khanapur,Utnoor,Salewada-K,8,707,635,0,1342,6,ST (M/W)
465,Adilabad,Khanapur,Utnoor,Shampur,10,905,938,0,1843,6,ST (M/W)
466,Adilabad,Khanapur,Utnoor,Shyamnaikthanda,8,579,596,0,1175,6,ST (W)
467,Adilabad,Khanapur,Utnoor,Takkuguda,8,219,220,0,439,6,ST (W)
468,Adilabad,Khanapur,Utnoor,Thandra,8,327,311,0,638,6,ST (W)
469,Adilabad,Khanapur,Utnoor,Umri,10,669,619,1,1289,6,ST (W)
470,Adilabad,Khanapur,Utnoor,Utnoor,18,6237,6385,0,12622,6,ST (W)
471,Adilabad,Khanapur,Utnoor,Wadgalpur - K,8,306,298,1,605,6,ST (M/W)
472,Adilabad,Khanapur,Utnoor,X-Road (Lingoji Thanda),8,620,662,4,1286,6,ST (W)
473,Adilabad,Khanapur,Utnoor,Yenda,8,460,468,0,928,6,ST (M/W)
474,Bhadradri,Aswaraopeta,Annapureddipalle,Abbugudem,10,765,769,0,1534,118,ST (M/W)
475,Bhadradri,Aswaraopeta,Annapureddipalle,Annapureddipalli,12,1545,1603,0,3148,118,ST (W)
476,Bhadradri,Aswaraopeta,Annapureddipalle,Bheemunigudem,8,386,413,0,799,118,ST (M/W)
477,Bhadradri,Aswaraopeta,Annapureddipalle,Gumpena,10,697,705,0,1402,118,ST (W)
478,Bhadradri,Aswaraopeta,Annapureddipalle,Marrigudem,10,645,634,0,1279,118,ST (W)
479,Bhadradri,Aswaraopeta,Annapureddipalle,Narasapuram,10,1090,1127,0,2217,118,ST (W)
480,Bhadradri,Aswaraopeta,Annapureddipalle,Peddireddigudem,12,1687,1707,0,3394,118,ST (M/W)
481,Bhadradri,Aswaraopeta,Annapureddipalle,Pentlam,10,839,863,0,1702,118,ST (M/W)
482,Bhadradri,Aswaraopeta,Annapureddipalle,Thottipampu,8,282,301,0,583,118,ST (W)
483,Bhadradri,Aswaraopeta,Annapureddipalle,Vootupally,8,427,447,0,874,118,ST (M/W)
484,Bhadradri,Aswaraopeta,Aswaraopeta,Achuthapuram,10,592,677,0,1269,118,ST (M/W)
485,Bhadradri,Aswaraopeta,Aswaraopeta,Anantharam,8,361,375,0,736,118,ST (W)
486,Bhadradri,Aswaraopeta,Aswaraopeta,Asupaka,8,881,912,0,1793,118,ST (W)
487,Bhadradri,Aswaraopeta,Aswaraopeta,Bachuvarigudem,8,440,476,0,916,118,ST (M/W)
488,Bhadradri,Aswaraopeta,Aswaraopeta,Dibbagudem,8,414,421,0,835,118,ST (M/W)
489,Bhadradri,Aswaraopeta,Aswaraopeta,Gandlagudem,8,527,563,0,1090,118,ST (M/W)
490,Bhadradri,Aswaraopeta,Aswaraopeta,Gummadavalli,10,798,805,0,1603,118,ST (W)
491,Bhadradri,Aswaraopeta,Aswaraopeta,Jammigudem,8,384,402,0,786,118,ST (M/W)
492,Bhadradri,Aswaraopeta,Aswaraopeta,Kannaigudem,8,434,413,0,847,118,ST (M/W)
493,Bhadradri,Aswaraopeta,Aswaraopeta,Kavadigundla,8,448,475,0,923,118,ST (M/W)
494,Bhadradri,Aswaraopeta,Aswaraopeta,Keasappagudem,8,251,299,0,550,118,SC (W)
495,Bhadradri,Aswaraopeta,Aswaraopeta,Kothamamillavarigudem,10,860,868,0,1728,118,ST (M/W)
496,Bhadradri,Aswaraopeta,Aswaraopeta,Koyarangapuram,10,757,770,1,1528,118,ST (W)
497,Bhadradri,Aswaraopeta,Aswaraopeta,Maddikonda,8,225,260,0,485,118,ST (M/W)
498,Bhadradri,Aswaraopeta,Aswaraopeta,Mallaigudem,8,676,692,0,1368,118,ST (W)
499,Bhadradri,Aswaraopeta,Aswaraopeta,Moddulamada,4,147,161,0,308,118,ST (M/W)
500,Bhadradri,Aswaraopeta,Aswaraopeta,Nandipadu,10,571,618,0,1189,118,ST (W)
501,Bhadradri,Aswaraopeta,Aswaraopeta,Naramvarigudem,10,823,926,0,1749,118,ST (W)
502,Bhadradri,Aswaraopeta,Aswaraopeta,Naramvarigudem Colony,8,375,416,0,791,118,ST (W)
503,Bhadradri,Aswaraopeta,Aswaraopeta,Narayanapuram,10,991,1032,0,2023,118,ST (W)
504,Bhadradri,Aswaraopeta,Aswaraopeta,Ootlapalli,12,1060,1131,1,2192,118,UR (W)
505,Bhadradri,Aswaraopeta,Aswaraopeta,Patha Alligudem,8,151,162,0,313,118,UR (M/W)
506,Bhadradri,Aswaraopeta,Aswaraopeta,Pathareddygudem,8,310,334,0,644,118,ST (W)
507,Bhadradri,Aswaraopeta,Aswaraopeta,Ramannagudem,6,164,183,0,347,118,ST (M/W)
508,Bhadradri,Aswaraopeta,Aswaraopeta,Tirumalakunta,10,955,972,0,1927,118,ST (M/W)
509,Bhadradri,Aswaraopeta,Aswaraopeta,Veadhanthapuram,8,207,200,0,407,118,ST (W)
510,Bhadradri,Aswaraopeta,Aswaraopeta,Vinayakapuram,12,1125,1227,0,2352,118,ST (M/W)
511,Bhadradri,Aswaraopeta,Chandrugonda,Bendalapadu,10,705,712,0,1417,118,ST (M/W)
512,Bhadradri,Aswaraopeta,Chandrugonda,Chandrugonda,14,2706,2943,0,5649,118,ST (W)
513,Bhadradri,Aswaraopeta,Chandrugonda,Dameracherla,8,477,478,0,955,118,ST (W)
514,Bhadradri,Aswaraopeta,Chandrugonda,Ganugapadu,10,705,695,0,1400,118,ST (M/W)
515,Bhadradri,Aswaraopeta,Chandrugonda,Gurramgudem,8,255,264,0,519,118,ST (M/W)
516,Bhadradri,Aswaraopeta,Chandrugonda,Maddukuru,8,599,696,0,1295,118,ST (W)
517,Bhadradri,Aswaraopeta,Chandrugonda,Mangaiah Banjar,8,272,275,0,547,118,ST (M/W)
518,Bhadradri,Aswaraopeta,Chandrugonda,Pokalagudem,10,940,956,0,1896,118,ST (M/W)
519,Bhadradri,Aswaraopeta,Chandrugonda,Ravikampadu,10,982,1029,1,2012,118,ST (W)
520,Bhadradri,Aswaraopeta,Chandrugonda,Repallewada,8,552,535,0,1087,118,ST (W)
521,Bhadradri,Aswaraopeta,Chandrugonda,Seethaigudem,8,434,441,0,875,118,ST (M/W)
522,Bhadradri,Aswaraopeta,Chandrugonda,Thippanapally,12,1468,1661,0,3129,118,ST (M/W)
523,Bhadradri,Aswaraopeta,Chandrugonda,Thungaram,10,838,819,0,1657,118,ST (M/W)
524,Bhadradri,Aswaraopeta,Chandrugonda,Venktyathanda,10,707,710,0,1417,118,ST (W)
525,Bhadradri,Aswaraopeta,Dammapeta,Akinepally,8,326,358,0,684,118,ST (M/W)
526,Bhadradri,Aswaraopeta,Dammapeta,Allipalli,8,278,276,0,554,118,ST (M/W)
527,Bhadradri,Aswaraopeta,Dammapeta,Ankampalem,10,558,621,0,1179,118,ST (M/W)
528,Bhadradri,Aswaraopeta,Dammapeta,Arlapenta,8,275,312,0,587,118,ST (W)
529,Bhadradri,Aswaraopeta,Dammapeta,Balarajugudem,8,258,288,0,546,118,ST (W)
530,Bhadradri,Aswaraopeta,Dammapeta,Dammapeta,14,3322,3753,0,7075,118,UR (W)
531,Bhadradri,Aswaraopeta,Dammapeta,Gandugulapally,10,851,949,0,1800,118,ST (M/W)
532,Bhadradri,Aswaraopeta,Dammapeta,Ganeshpadu,8,416,404,0,820,118,ST (M/W)
533,Bhadradri,Aswaraopeta,Dammapeta,Gunnepalli,8,306,327,0,633,118,ST (W)
534,Bhadradri,Aswaraopeta,Dammapeta,Jaggaram,10,713,821,0,1534,118,ST (M/W)
535,Bhadradri,Aswaraopeta,Dammapeta,Jamedar Banjar,8,475,565,0,1040,118,UR (M/W)
536,Bhadradri,Aswaraopeta,Dammapeta,Kommugudem,8,234,260,0,494,118,ST (W)
537,Bhadradri,Aswaraopeta,Dammapeta,Lingalapally,10,546,645,0,1191,118,ST (M/W)
538,Bhadradri,Aswaraopeta,Dammapeta,Malkaram,10,754,804,0,1558,118,ST (W)
539,Bhadradri,Aswaraopeta,Dammapeta,Mandalapally,14,1613,1707,0,3320,118,ST (M/W)
540,Bhadradri,Aswaraopeta,Dammapeta,Marappagudem,10,516,576,0,1092,118,ST (M/W)
541,Bhadradri,Aswaraopeta,Dammapeta,Moddulagudem,10,858,876,0,1734,118,ST (W)
542,Bhadradri,Aswaraopeta,Dammapeta,Mondivarre,8,425,499,0,924,118,ST (M/W)
543,Bhadradri,Aswaraopeta,Dammapeta,Mustibanda,12,1173,1206,0,2379,118,ST (W)
544,Bhadradri,Aswaraopeta,Dammapeta,Nacharam,10,879,941,0,1820,118,ST (M/W)
545,Bhadradri,Aswaraopeta,Dammapeta,Nagupally,12,1234,1391,0,2625,118,ST (M/W)
546,Bhadradri,Aswaraopeta,Dammapeta,Parkalagandi,10,692,777,0,1469,118,ST (W)
547,Bhadradri,Aswaraopeta,Dammapeta,Patwarigudem,10,780,815,0,1595,118,ST (M/W)
548,Bhadradri,Aswaraopeta,Dammapeta,Pedagollagudem,10,893,949,0,1842,118,ST (M/W)
549,Bhadradri,Aswaraopeta,Dammapeta,Pusukunta,6,141,133,0,274,118,ST (M/W)
550,Bhadradri,Aswaraopeta,Dammapeta,Rachurupalli Hqrs.Lachapuram,10,975,1034,0,2009,118,ST (W)
551,Bhadradri,Aswaraopeta,Dammapeta,Seetha Rama Puram,8,230,252,0,482,118,ST (W)
552,Bhadradri,Aswaraopeta,Dammapeta,Srirama Puram,8,436,488,0,924,118,ST (W)
553,Bhadradri,Aswaraopeta,Dammapeta,Thati Subbanna Gudem,8,228,244,0,472,118,ST (W)
554,Bhadradri,Aswaraopeta,Dammapeta,Thottipumpu,8,516,584,0,1100,118,ST (W)
555,Bhadradri,Aswaraopeta,Dammapeta,Vadlagudem,8,387,400,0,787,118,ST (W)
556,Bhadradri,Aswaraopeta,Mulakalapalle,Chaparalapalli,8,496,489,0,985,118,ST (W)
557,Bhadradri,Aswaraopeta,Mulakalapalle,Chowtigudem,10,687,702,0,1389,118,ST (W)
558,Bhadradri,Aswaraopeta,Mulakalapalle,Guttagudem,8,408,422,0,830,118,ST (M/W)
559,Bhadradri,Aswaraopeta,Mulakalapalle,Jagannadhapuram,12,1589,1545,0,3134,118,ST (M/W)
560,Bhadradri,Aswaraopeta,Mulakalapalle,Kamalapuram,8,404,451,0,855,118,ST (W)
561,Bhadradri,Aswaraopeta,Mulakalapalle,Madaram,10,660,707,0,1367,118,ST (W)
562,Bhadradri,Aswaraopeta,Mulakalapalle,Mookamamidi,10,846,932,0,1778,118,ST (W)
563,Bhadradri,Aswaraopeta,Mulakalapalle,Mulakalapalalle,14,1653,1744,0,3397,118,ST (W)
564,Bhadradri,Aswaraopeta,Mulakalapalle,Mutyalampadu,8,277,311,0,588,118,ST (M/W)
565,Bhadradri,Aswaraopeta,Mulakalapalle,Pathagangaram,10,615,675,0,1290,118,ST (M/W)
566,Bhadradri,Aswaraopeta,Mulakalapalle,Pathagundalapadu,8,413,381,0,794,118,ST (M/W)
567,Bhadradri,Aswaraopeta,Mulakalapalle,Pogallapalli,10,756,769,0,1525,118,ST (M/W)
568,Bhadradri,Aswaraopeta,Mulakalapalle,Pusugudem,10,995,1059,0,2054,118,ST (M/W)
569,Bhadradri,Aswaraopeta,Mulakalapalle,Rachannagudem,8,448,429,0,877,118,ST (W)
570,Bhadradri,Aswaraopeta,Mulakalapalle,Ramanchandrapuram,8,390,385,0,775,118,ST (W)
571,Bhadradri,Aswaraopeta,Mulakalapalle,Seethaigudem,10,730,772,0,1502,118,ST (W)
572,Bhadradri,Aswaraopeta,Mulakalapalle,Seetharampuram,10,987,1089,0,2076,118,ST (M/W)
573,Bhadradri,Aswaraopeta,Mulakalapalle,Tallapai,8,426,445,0,871,118,ST (W)
574,Bhadradri,Aswaraopeta,Mulakalapalle,Thimmampeta,8,614,640,0,1254,118,ST (M/W)
575,Bhadradri,Aswaraopeta,Mulakalapalle,V.K. Ramavaram,8,493,546,0,1039,118,ST (W)
576,Bhadradri,Bhadrachalam,Cherla,Bodenelli,6,338,332,0,670,119,ST (M/W)
577,Bhadradri,Bhadrachalam,Cherla,C.Kathigudem,8,462,473,0,935,119,ST (M/W)
578,Bhadradri,Bhadrachalam,Cherla,Charla,16,2801,3080,0,5881,119,ST (W)
579,Bhadradri,Bhadrachalam,Cherla,Chinnamidisileru,8,570,598,0,1168,119,ST (W)
580,Bhadradri,Bhadrachalam,Cherla,Devarapalli,10,789,843,0,1632,119,ST (W)
581,Bhadradri,Bhadrachalam,Cherla,Gommugudem,8,349,392,0,741,119,ST (W)
582,Bhadradri,Bhadrachalam,Cherla,Gompalli,8,328,326,0,654,119,ST (M/W)
583,Bhadradri,Bhadrachalam,Cherla,Kaliveru Z,8,604,725,0,1329,119,ST (M/W)
584,Bhadradri,Bhadrachalam,Cherla,Keswapuram,8,551,620,0,1171,119,ST (W)
585,Bhadradri,Bhadrachalam,Cherla,Kothapalli Z,8,450,428,0,878,119,ST (M/W)
586,Bhadradri,Bhadrachalam,Cherla,Koyyuru,8,621,663,2,1286,119,ST (M/W)
587,Bhadradri,Bhadrachalam,Cherla,Kudunuru,8,564,598,0,1162,119,ST (W)
588,Bhadradri,Bhadrachalam,Cherla,Kurnapalli,10,393,425,1,819,119,ST (M/W)
589,Bhadradri,Bhadrachalam,Cherla,Laxmi Colony,8,543,641,0,1184,119,ST (W)
