S.No	RIO	State	District	Assembly Constituency	Mandal	Gram Panchayat
343	Adilabad	Telangana	Adilabad	Boath (ST)	Neradigonda	Wagdhari
344	Adilabad	Telangana	Adilabad	Boath (ST)	Neradigonda	Wankidi
345	Adilabad	Telangana	Adilabad	Boath (ST)	Neradigonda	Yapalguda
346	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Douna
347	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Dubbaguda
348	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Jamini
349	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Jamuldhari
350	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Kanpa Mediguda C
351	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Kanpa Mediguda R
352	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Khara
353	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Mangurla
354	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Maruguda
355	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	New Rampur
356	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Pardi B
357	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Pardi K
358	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Ramai
359	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Sangvi (G)
360	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Sundargiri
361	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Syeedpur
362	Adilabad	Telangana	Adilabad	Adilabad	Sathnala	Toyaguda
363	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Dharmasagar
364	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Fakirnayak Tanda
365	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Jendaguda
366	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Kannapur
367	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Kondapur
368	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Kuntaguda
369	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Lachimpur B
370	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Narayanpur
371	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Neradigonda (G)
372	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Pochampally
373	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Ponna
374	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Raiguda
375	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Rampur B
376	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Rimma
377	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Sirikonda
378	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Soanpally
379	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Sunkidi
380	Adilabad	Telangana	Adilabad	Boath (ST)	Sirikonda	Waipet
381	Adilabad	Telangana	Adilabad	Boath (ST)	Sonala	Chintalbori
382	Adilabad	Telangana	Adilabad	Boath (ST)	Sonala	Devulnayak Thanda
383	Adilabad	Telangana	Adilabad	Boath (ST)	Sonala	Ghanpur
384	Adilabad	Telangana	Adilabad	Boath (ST)	Sonala	Gurrala Thanda
385	Adilabad	Telangana	Adilabad	Boath (ST)	Sonala	Guttapakka Thanda
386	Adilabad	Telangana	Adilabad	Boath (ST)	Sonala	Keshavguda
387	Adilabad	Telangana	Adilabad	Boath (ST)	Sonala	Kota (K)
388	Adilabad	Telangana	Adilabad	Boath (ST)	Sonala	Pardi (B)
389	Adilabad	Telangana	Adilabad	Boath (ST)	Sonala	Pardi (K)
390	Adilabad	Telangana	Adilabad	Boath (ST)	Sonala	Sakhera
391	Adilabad	Telangana	Adilabad	Boath (ST)	Sonala	Sonala
392	Adilabad	Telangana	Adilabad	Boath (ST)	Sonala	Wajar
393	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Arli -K
394	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Bharampur
395	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Cherlapalli
396	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Devapur
397	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Dorli
398	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Jhari
399	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Kajjarla
400	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Kappardevi
401	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Khodad
402	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Kosai
403	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Kothur
404	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Kuchulapur
405	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Lachampur
406	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Laxmipur
407	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Lingi
408	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Nandigaon
409	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Palle -B
410	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Palli -K
411	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Palasi -B
412	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Palsi -B Thanda
413	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Palsi K
414	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Punaguda
415	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Rathnapur
416	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Ruyyadi
417	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Sakinapur
418	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Sunkidi
419	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Talamadugu
420	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Umdam
421	Adilabad	Telangana	Adilabad	Boath (ST)	Talamadugu	Umri
422	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Ambugaon
423	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Atnamguda
424	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Bandalnagapur
425	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Ghotkuri
426	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Girgaon
427	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Hasnapur
428	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Jamidi
429	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Khapparla
430	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Leemguda
431	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Palodi
432	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Ponnari
433	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Sawargaon
434	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Tamsi-B
435	Adilabad	Telangana	Adilabad	Boath (ST)	Tamsi	Waddadi
436	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Babapur
437	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Beersaipet
438	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Chanduri
439	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Cheruvuguda
440	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Chintakarra
441	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Danthanpally
442	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Dongachintha
443	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Gangapur
444	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Ghanpur	504311
445	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Gonduguda-G
446	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Hasnapur	504311
447	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Heerapur-J
448	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Jaithramthanda
449	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Sakera-J
450	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Kamaipet
451	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Kannapur
452	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Kummarithanda
453	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Lakkaram	504311
454	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Luxettipet
455	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Marugudam
456	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Mathadiguda
457	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Naddamguda
458	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Nagapur	504311
459	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Narsapur-B
460	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Narsapur-J
461	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Pulimadugu	504346
462	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Sakera-B
463	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Salewada-B
464	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Salewada-K
465	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Shampur	504346
466	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Shyamnaikthanda
467	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Takkuguda
468	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Thandra
469	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Umri	504346
470	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Utnoor
471	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Wadgalpur - K
472	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	X-Road (Lingoji Thanda)
473	Adilabad	Telangana	Adilabad	Khanapur (ST)	Utnoor	Yenda	504346
474	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Allapalli	Adaviramaram
475	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Allapalli	Allapalli
476	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Allapalli	Ananthogu
477	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Allapalli	Bodaikunta
478	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Allapalli	Dongathogu
479	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Allapalli	Markodu
480	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Allapalli	Nadimigudem
481	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Allapalli	Pathuru
482	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Allapalli	Peddavnekatapuram
483	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Allapalli	Raghavapuram
484	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Allapalli	Ramanujagudem
485	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Allapalli	Rayapadu
486	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Annapureddipalle	Abbugudem
487	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Annapureddipalle	Annapureddipalli
488	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Annapureddipalle	Bheemunigudem
489	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Annapureddipalle	Gumpena
490	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Annapureddipalle	Marrigudem
491	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Annapureddipalle	Narasapuram
492	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Annapureddipalle	Peddireddigudem
493	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Annapureddipalle	Pentlam
494	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Annapureddipalle	Thottipampu
495	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Annapureddipalle	Vootupally
496	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Amerdha
497	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Ammagaripalli
498	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Anandapuram
499	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Aswapuram
500	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Battilagumpu
501	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Chinthryala Colony
502	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Chintriyala
503	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Gollagudem
504	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Gondigudem
505	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Gondigudem Kothuru
506	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Jaggaram
507	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Kalayanapuram
508	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Mallelamadugu
509	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Manubothulapadu
510	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Mittagudem
511	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Mondikunta
512	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Nellipaka
513	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Ramachandrapuram
514	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Sandralabodu
515	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Seetharampuram
516	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Thummalacheruvu
517	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Thurramvarigudem
518	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Venkatapuram
519	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Aswapuram	Yelakalagudem
520	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Achuthapuram
521	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Anantharam
522	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Asupaka	507301
523	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Bachuvarigudem
524	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Dibbagudem
525	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Gandlagudem
526	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Gummadavalli
527	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Jammigudem
528	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Kannaigudem
529	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Kavadigundla
530	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Keasappagudem
531	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Kothamamillavarigudem
532	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Koyarangapuram
533	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Maddikonda
534	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Mallaigudem
535	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Moddulamada
536	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Nandipadu
537	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Naramvarigudem
538	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Naramvarigudem Colony
539	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Narayanapuram
540	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Ootlapalli
541	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Patha Alligudem
542	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Pathareddygudem
543	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Ramannagudem
544	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Tirumalakunta
545	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Veadhanthapuram
546	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Aswaraopeta	Vinayakapuram
547	Khammam	Telangana	Bhadradri	Kothagudem	Bhadrachalam	Bhadrachalam	507111
548	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Anjanapuram
549	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Burgampahad	507114
550	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Iravendi
551	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Koyagudem
552	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Krishnasagar
553	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Lakshmipuram
554	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Morampalli Banjar
555	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Mothepattinagar
556	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Musalamadugu
557	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Nagineniprolu	507114
558	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Nakiripeta
559	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Pinapaka Patti Nagar	507114
560	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Sarapaka
561	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Sompalli
562	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Tekulacheruvu
563	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Thallagommuru
564	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Uppusaka
565	Khammam	Telangana	Bhadradri	Pinapaka (ST)	Burgampahad	Vepalagadda
566	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Bendalapadu
567	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Chandrugonda
568	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Dameracherla
569	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Ganugapadu
570	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Gurramgudem
571	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Maddukuru
572	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Mangaiah Banjar
573	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Pokalagudem
574	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Ravikampadu
575	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Repallewada
576	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Seethaigudem
577	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Thippanapally
578	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Thungaram
579	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Chandrugonda	Venktyathanda
580	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Bodenelli
581	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	C.Kathigudem
582	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Charla
583	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Chinnamidisileru
584	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Devarapalli
585	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Gommugudem
586	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Gompalli
587	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Kaliveru Z
588	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Keswapuram
589	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Kothapalli Z
590	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Koyyuru
591	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Kudunuru
592	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Kurnapalli
593	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Laxmi Colony
594	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Lingapuram
595	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Mogallapalli
596	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Peddamidisileru
597	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Peddipalli
598	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Puligundala
599	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Pusuguppa
600	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	R.Kothagudem
601	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	S.N.Puram
602	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Subbampeta
603	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Tegada
604	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Tippapuram
605	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Cherla	Upparigudem
606	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	3-Incline
607	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	4incline
608	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Ambedkar Nagar
609	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Babucamp
610	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Chunchupalle (Pt)
611	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Dhanbad
612	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Gowthampur
613	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	N.K Nagar (Badavath Thanda)
614	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Nanda Thanda
615	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Penagadapa
616	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Penuballi
617	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Prashanthinagar
618	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Ramanjaneya Colony
619	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Rampuram
620	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Rudrampur
621	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Venkatesh Khani
622	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Venkateswara Colony
623	Khammam	Telangana	Bhadradri	Kothagudem	Chunchupally	Vidyanagar Colony
624	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Akinepally
625	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Allipalli
626	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Ankampalem
627	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Arlapenta
628	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Balarajugudem
629	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Dammapeta	507306
630	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Gandugulapally
631	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Ganeshpadu	507306
632	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Gunnepalli
633	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Jaggaram
634	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Jamedar Banjar
635	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Kommugudem
636	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Lingalapally
637	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Malkaram	507306
638	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Mandalapally
639	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Marappagudem
640	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Moddulagudem
641	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Mondivarre
642	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Mustibanda	507306
643	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Nacharam	507306
644	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Nagupally
645	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Parkalagandi
646	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Patwarigudem	507306
647	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Pedagollagudem
648	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Pusukunta
649	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Rachurupalli Hqrs.Lachapuram
650	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Seetha Rama Puram
651	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Srirama Puram
652	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Thati Subbanna Gudem
653	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Thottipumpu
654	Khammam	Telangana	Bhadradri	Aswaraopeta (ST)	Dammapeta	Vadlagudem
655	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Dummugudem	Achuthapuram
656	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Dummugudem	Anjubaka
657	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Dummugudem	Arlagudem
658	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Dummugudem	B.Kothagudem
659	Khammam	Telangana	Bhadradri	Bhadrachalam (ST)	Dummugudem	Battigudem
